codigo,distrito,departamento,municipio,establecimiento,direccion,telefono,supervisor,director,nivel,sector,area,status,modalidad,jornada,plan,departamental,departamento_origen,establecimiento_norm,establecimiento_nota,direccion_norm,direccion_nota,telefonos_list,telefono_norm,codigo_flag_valido,distrito_flag_valido,departamento_norm,municipio_norm,id_establecimiento_canon,llave_canonica
17-01-3447-46,17-001,PETEN,FLORES,ESCUELA NORMAL DE EDUCACION FISICA,COMPLEJO DEPORTIVO MAYA,36105564,RODOLFO MEDINA,ROSBEL STANLY MORALES DE LEON,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),PETÉN,Peten,Escuela Normal de Educacion Fisica,,COMPLEJO DEPORTIVO MAYA,,['+502 3610 5564'],+502 3610 5564,True,True,PETEN,FLORES,ESCUELA NORMAL DE EDUCACION FISICA COMPLEJO DEPORTIVO MAYA FLORES,405211912902824771
19-01-0911-46,19-001,ZACAPA,ZACAPA,ESCUELA NORMAL DE EDUCACIÓN FÍSICA,COMPLEJO DEPORTIVO ZONA 4,59452938,SONIA HAYDEE RUIZ WONG,ROSA LILIAN ESPAÑA ALARCÓN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ZACAPA,Zacapa,Escuela Normal de Educación Física,,COMPLEJO DEPORTIVO ZONA 4,,['+502 5945 2938'],+502 5945 2938,True,True,ZACAPA,ZACAPA,ESCUELA NORMAL DE EDUCACION FISICA COMPLEJO DEPORTIVO ZONA 4 ZACAPA,-1275376894178566198
20-09-1793-46,20-037,CHIQUIMULA,QUEZALTEPEQUE,ESCUELA NORMAL DE EDUCACIÓN FÍSICA DOCTOR EN CIENCIAS POLÍTICAS Y SOCIALES MARIO ROLANDO TORRES MARROQUÍN,KILOMETRO 197 CARRETERA A ESQUIPULAS COLONIA LOS PINOS,46430310,MIRNA MARLENY JUAREZ PEREZ,LUIS EDUARDO FRANCISCO ELGUETA ANDRINO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA,Chiquimula,Escuela Normal de Educación Física Doctor en Ciencias Políticas y Sociales Mario Rolando Torres Marroquín,,KILOMETRO 197 CARRETERA A ESQUIPULAS COLONIA LOS PINOS,,['+502 4643 0310'],+502 4643 0310,True,True,CHIQUIMULA,QUEZALTEPEQUE,ESCUELA NORMAL DE EDUCACION FISICA DOCTOR EN CIENCIAS POLITICAS Y SOCIALES MARIO ROLANDO TORRES MARROQUIN KILOMETRO 197 CARRETERA A ESQUIPULAS COLONIA LOS PINOS QUEZALTEPEQUE,-4210224457632668179
10-10-0076-46,10-026,SUCHITEPEQUEZ,SAN ANTONIO SUCHITEPEQUEZ,ESCUELA NORMAL DE EDUCACION FISICA,ENTRE 1A. Y 2A. AVENIDA DE LA COLONIA SANTA FE,78705186,MAYNOR RENE SAQUIC ESPINOZA,TULIO BLADIMIRO URRUTIA MALDONADO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ,Suchitepequez,Escuela Normal de Educacion Fisica,,ENTRE 1A. Y 2A. AVENIDA DE LA COLONIA SANTA FE,,['+502 7870 5186'],+502 7870 5186,True,True,SUCHITEPEQUEZ,SAN ANTONIO SUCHITEPEQUEZ,ESCUELA NORMAL DE EDUCACION FISICA ENTRE 1A Y 2A AVENIDA DE LA COLONIA SANTA FE SAN ANTONIO SUCHITEPEQUEZ,2009818984581060885
08-01-2230-46,08-001,TOTONICAPAN,TOTONICAPAN,ESCUELA NORMAL DE EDUCACION FISICA,FINAL ZONA 2 PARAJE PARRAMON,41140029,MIGUEL AJPOP VÁSQUEZ,PEDRO NICOLAS ALVAREZ IXCAQUIC,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),TOTONICAPÁN,Totonicapan,Escuela Normal de Educacion Fisica,,FINAL ZONA 2 PARAJE PARRAMON,,['+502 4114 0029'],+502 4114 0029,True,True,TOTONICAPAN,TOTONICAPAN,ESCUELA NORMAL DE EDUCACION FISICA FINAL ZONA 2 PARAJE PARRAMON TOTONICAPAN,1305924591350122771
11-01-1309-46,11-014,RETALHULEU,RETALHULEU,ESCUELA NORMAL DE EDUCACION FISICA,"INTERIOR COMPLEJO DEPORTIVO ""TAKALIK ABAJ"" KM. 186.5 ZONA 5 SALIDA A CHAMPERICO",77711422,JULIO CÉSAR HERRERA ROLDÁN,MARIZA AMARILIS SOLOGAISTOA MEJÍA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),RETALHULEU,Retalhuleu,Escuela Normal de Educacion Fisica,,INTERIOR COMPLEJO DEPORTIVO TAKALIK ABAJ KM. 186.5 ZONA 5 SALIDA A CHAMPERICO,,['+502 7771 1422'],+502 7771 1422,True,True,RETALHULEU,RETALHULEU,ESCUELA NORMAL DE EDUCACION FISICA INTERIOR COMPLEJO DEPORTIVO TAKALIK ABAJ KM 186 5 ZONA 5 SALIDA A CHAMPERICO RETALHULEU,-7188390438366363120
04-01-0093-46,04-028,CHIMALTENANGO,CHIMALTENANGO,ESCUELA NORMAL DE EDUCACION FISICA,"INTERIOR DE LA ESCUELA NORMAL RURAL ""PEDRO MOLINA"", LA ALAMEDA",78404977,ISMAEL CRISTAL AJCET,JUAN CARLOS VASQUEZ SANTOS,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO,Chimaltenango,Escuela Normal de Educacion Fisica,,"INTERIOR DE LA ESCUELA NORMAL RURAL PEDRO MOLINA, LA ALAMEDA",,['+502 7840 4977'],+502 7840 4977,True,True,CHIMALTENANGO,CHIMALTENANGO,ESCUELA NORMAL DE EDUCACION FISICA INTERIOR DE LA ESCUELA NORMAL RURAL PEDRO MOLINA LA ALAMEDA CHIMALTENANGO,-2114889788464750859
05-01-2511-46,05-033,ESCUINTLA,ESCUINTLA,ESCUELA NORMAL DE EDUCACION FISICA,KM. 54 CARRETERA AL PACIFICO,58729748,REMY ARTURO SINAY GUDIEL,CELESTE MARY SILVA DUARTE,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ESCUINTLA,Escuintla,Escuela Normal de Educacion Fisica,,KM. 54 CARRETERA AL PACIFICO,,['+502 5872 9748'],+502 5872 9748,True,True,ESCUINTLA,ESCUINTLA,ESCUELA NORMAL DE EDUCACION FISICA KM 54 CARRETERA AL PACIFICO ESCUINTLA,5050005576141898550
06-11-1594-46,06-037,SANTA ROSA,GUAZACAPAN,"ESCUELA NORMAL DE EDUCACION FISICA ""LIC. ARISTIDES BALDOMERO CRESPO VILLEGAS""",BARRIO SAN MIGUEL ORIENTE,78846291,IDANEA MARIBEL MORALES MIJANGOS DE HERNANDEZ,MARIO ROBERTO CASTRO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SANTA ROSA,SantaRosa,Escuela Normal de Educacion Fisica LIC. Aristides Baldomero Crespo Villegas,,BARRIO SAN MIGUEL ORIENTE,,['+502 7884 6291'],+502 7884 6291,True,True,SANTA ROSA,GUAZACAPAN,ESCUELA NORMAL DE EDUCACION FISICA LIC ARISTIDES BALDOMERO CRESPO VILLEGAS BARRIO SAN MIGUEL ORIENTE GUAZACAPAN,-1054202195092522398
03-01-1231-46,03-001,SACATEPEQUEZ,ANTIGUA GUATEMALA,ESCUELA NORMAL DE EDUCACION FISICA,SALIDA A SANTA MARIA DE JESUS KILOMETRO 2,47251130,JUAN DEMETRIO SICAJOL PEREZ,NIXA YANETH VELÁSQUEZ BARRIOS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SACATEPÉQUEZ,Sacatepequez,Escuela Normal de Educacion Fisica,,SALIDA A SANTA MARIA DE JESUS KILOMETRO 2,,['+502 4725 1130'],+502 4725 1130,True,True,SACATEPEQUEZ,ANTIGUA GUATEMALA,ESCUELA NORMAL DE EDUCACION FISICA SALIDA A SANTA MARIA DE JESUS KILOMETRO 2 ANTIGUA GUATEMALA,-7851345164735215945
13-01-6369-46,13-004,HUEHUETENANGO,HUEHUETENANGO,ESCUELA NORMAL DE EDUCACION FISICA,ZACULEU CENTRAL ZONA 9,53861526,CLARA ARMIDA MORALES CASTILLO,MANUEL DEMETRIO FERNÁNDEZ RAMOS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),HUEHUETENANGO,Huehuetenango,Escuela Normal de Educacion Fisica,,ZACULEU CENTRAL ZONA 9,,['+502 5386 1526'],+502 5386 1526,True,True,HUEHUETENANGO,HUEHUETENANGO,ESCUELA NORMAL DE EDUCACION FISICA ZACULEU CENTRAL ZONA 9 HUEHUETENANGO,-9084341515705058489
09-01-0160-46,09-005,QUETZALTENANGO,QUETZALTENANGO,ESCUELA NORMAL DE MAESTRAS DE EDUCACION PARA EL HOGAR PROFESOR HUMBERTO MIRANDA FUENTES,2A CALLE 14-51 ZONA 3,56113812,JUAN CARLOS RONQUILLO DE LEON,ONEYDA LICELY VELASQUEZ ALVA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO,Quetzaltenango,Escuela Normal de Maestras de Educacion para el Hogar Profesor Humberto Miranda Fuentes,,2A CALLE 14 - 51 ZONA 3,,['+502 5611 3812'],+502 5611 3812,True,True,QUETZALTENANGO,QUETZALTENANGO,ESCUELA NORMAL DE MAESTRAS DE EDUCACION PARA EL HOGAR PROFESOR HUMBERTO MIRANDA FUENTES 2A CALLE 14 51 ZONA 3 QUETZALTENANGO,-5904470490015549066
00-15-0981-46,01-504,CIUDAD CAPITAL,ZONA 15,ESCUELA NORMAL DE MAESTRAS PARA PARVULOS ALFREDO CARRILLO RAMIREZ,2A CALLE 16-23 BOULEVARD VISTA HERMOSA I,23692417,DAVID SOTOJ SANCHEZ,ALVARO RENE VILLACINDA LUX,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,CiudadCapital,Escuela Normal de Maestras para Parvulos Alfredo Carrillo Ramirez,,2A CALLE 16 - 23 BOULEVARD VISTA HERMOSA I,,['+502 2369 2417'],+502 2369 2417,True,True,CIUDAD CAPITAL,ZONA 15,ESCUELA NORMAL DE MAESTRAS PARA PARVULOS ALFREDO CARRILLO RAMIREZ 2A CALLE 16 23 BOULEVARD VISTA HERMOSA I ZONA 15,-1267746597180749859
00-01-8270-46,01-301,CIUDAD CAPITAL,ZONA 1,ESCUELA NORMAL DE PARVULOS ADSCRITO AL I.N.C.A,1A. CALLE 2-64,22518431,LUCRECIA MARISOL CERMEÑO GONZÁLEZ,FERNANDO MAURICIO RUANO MARROQUIN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,CiudadCapital,Escuela Normal de Parvulos Adscrito al I.n.c.a,,1A. CALLE 2 - 64,,['+502 2251 8431'],+502 2251 8431,True,True,CIUDAD CAPITAL,ZONA 1,ESCUELA NORMAL DE PARVULOS ADSCRITO AL I N C A 1A CALLE 2 64 ZONA 1,6883515538400132214
21-01-1376-46,21-002,JALAPA,JALAPA,ESCUELA NORMAL DE PARVULOS,"COLONIA BOSQUES DE VIENA, ZONA 2 BARRIO SAN FRANCISCO",79223350,JORGE ADELINO PEREZ UCELO,ROSA LIZZETH PEÑATE SANTIAGO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,Jalapa,Escuela Normal de Parvulos,,"COLONIA BOSQUES DE VIENA, ZONA 2 BARRIO SAN FRANCISCO",,['+502 7922 3350'],+502 7922 3350,True,True,JALAPA,JALAPA,ESCUELA NORMAL DE PARVULOS COLONIA BOSQUES DE VIENA ZONA 2 BARRIO SAN FRANCISCO JALAPA,6840057172817606304
19-01-0352-46,19-001,ZACAPA,ZACAPA,ESCUELA NORMAL DEL NORORIENTE PARA EL DESARROLLO AMBIENTAL,KILOMETRO 2.5 CARRETERA A ALDEA MANZANOTES,79414187,SONIA HAYDEE RUIZ WONG,EDGAR EFRAÍN FAJARDO DE LA ROSA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ZACAPA,Zacapa,Escuela Normal del Nororiente para el Desarrollo Ambiental,,KILOMETRO 2.5 CARRETERA A ALDEA MANZANOTES,,['+502 7941 4187'],+502 7941 4187,True,True,ZACAPA,ZACAPA,ESCUELA NORMAL DEL NORORIENTE PARA EL DESARROLLO AMBIENTAL KILOMETRO 2 5 CARRETERA A ALDEA MANZANOTES ZACAPA,3956905115785019968
07-04-2766-46,07-006,SOLOLA,SANTA LUCIA UTATLAN,ESCUELA NORMAL INFANTIL BILINGUE ADSCRITA A LA NORMAL REGIONAL DE OCCIDENTE ENRO,FINCA MOLINO SAN PEDRO,78234597,LESTER FRANCISCO PUAC COCHOY,MARIO ANSELMO TUJ CHOCOY,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,DOBLE,DIARIO(REGULAR),SOLOLÁ,Solola,Escuela Normal Infantil Bilingue Adscrita a la Normal Regional de Occidente Enro,,FINCA MOLINO SAN PEDRO,,['+502 7823 4597'],+502 7823 4597,True,True,SOLOLA,SANTA LUCIA UTATLAN,ESCUELA NORMAL INFANTIL BILINGUE ADSCRITA A LA NORMAL REGIONAL DE OCCIDENTE ENRO FINCA MOLINO SAN PEDRO SANTA LUCIA UTATLAN,6916798294704921759
13-26-6389-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,ESCUELA NORMAL INFANTIL BILINGUE INTERCULTURAL ADSCRITA A INSTITUTO NORMAL DE NOROCCIDENTE,"4TA. AVENIDA 2-11, ZONA 1",49757362,ARACELY FIGUEROA URBINA,ELMER ENOC RIVERA MÉNDEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,DOBLE,DIARIO(REGULAR),HUEHUETENANGO,Huehuetenango,Escuela Normal Infantil Bilingue Intercultural Adscrita a Instituto Normal de Noroccidente,,"4TA. AVENIDA 2 - 11, ZONA 1",,['+502 4975 7362'],+502 4975 7362,True,True,HUEHUETENANGO,SANTA CRUZ BARILLAS,ESCUELA NORMAL INFANTIL BILINGUE INTERCULTURAL ADSCRITA A INSTITUTO NORMAL DE NOROCCIDENTE 4TA AVENIDA 2 11 ZONA 1 SANTA CRUZ BARILLAS,-4840056258967456664
22-14-2092-46,22-023,JUTIAPA,MOYUTA,ESCUELA NORMAL INFANTIL INTERCULTURAL,BARRIO LA REFORMA,78467520,NERI ROLANDO CORADO CORTEZ,MARÍA MAGNOLIA BOTEO MORATAYA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JUTIAPA,Jutiapa,Escuela Normal Infantil Intercultural,,BARRIO LA REFORMA,,['+502 7846 7520'],+502 7846 7520,True,True,JUTIAPA,MOYUTA,ESCUELA NORMAL INFANTIL INTERCULTURAL BARRIO LA REFORMA MOYUTA,-267329038354409692
20-01-0326-46,20-001,CHIQUIMULA,CHIQUIMULA,ESCUELA NORMAL INTERCULTURAL,10 AVENIDA 3-71 ZONA 1,79427427,CESAR ADALBERTO NOGUERA JACOME,WENDY MARLENY ROQUE VARGAS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA|DOBLE,DIARIO(REGULAR),CHIQUIMULA,Chiquimula,Escuela Normal Intercultural,,10 AVENIDA 3 - 71 ZONA 1,,['+502 7942 7427'],+502 7942 7427,True,True,CHIQUIMULA,CHIQUIMULA,ESCUELA NORMAL INTERCULTURAL 10 AVENIDA 3 71 ZONA 1 CHIQUIMULA,-8615127378232013645
05-01-2550-46,05-033,ESCUINTLA,ESCUINTLA,ESCUELA NORMAL INTERCULTURAL,"4A. CALLE SECCIÓN ""C"" LOTE 16 B ZONA 5 COLONIA HUNAPU",77927478,REMY ARTURO SINAY GUDIEL,CARLOS ENRIQUE LÓPEZ MÉNDEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,DOBLE,DIARIO(REGULAR),ESCUINTLA,Escuintla,Escuela Normal Intercultural,,4A. CALLE SECCIÓN C LOTE 16 B ZONA 5 COLONIA HUNAPU,,['+502 7792 7478'],+502 7792 7478,True,True,ESCUINTLA,ESCUINTLA,ESCUELA NORMAL INTERCULTURAL 4A CALLE SECCION C LOTE 16 B ZONA 5 COLONIA HUNAPU ESCUINTLA,5140899089228710452
01-08-0214-46,01-604,GUATEMALA,MIXCO,ESCUELA NORMAL INTERCULTURAL,5A CALLE 3-71 ZONA 3 COLONIA EL CASTAÑO,24371318,EMORA EMPERATRIZ CRUZ DE FUENTES,WALTER ALFREDO PÉREZ VÁSQUEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE|BILINGUE,VESPERTINA|MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,Guatemala,Escuela Normal Intercultural,,5A CALLE 3 - 71 ZONA 3 COLONIA EL CASTAÑO,,['+502 2437 1318'],+502 2437 1318,True,True,GUATEMALA,MIXCO,ESCUELA NORMAL INTERCULTURAL 5A CALLE 3 71 ZONA 3 COLONIA EL CASTANO MIXCO,4453059323695243031
19-01-0945-46,19-001,ZACAPA,ZACAPA,ESCUELA NORMAL INTERCULTURAL,"5TA. CALLE 11-20 ZONA 1, BARRIO LA SOLEDAD",79415182,SONIA HAYDEE RUIZ WONG,RUTH AVIGAÍL ALVAREZ CORDÓN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ZACAPA,Zacapa,Escuela Normal Intercultural,,"5TA. CALLE 11 - 20 ZONA 1, BARRIO LA SOLEDAD",,['+502 7941 5182'],+502 7941 5182,True,True,ZACAPA,ZACAPA,ESCUELA NORMAL INTERCULTURAL 5TA CALLE 11 20 ZONA 1 BARRIO LA SOLEDAD ZACAPA,7352015143577807766
11-08-1354-46,11-014,RETALHULEU,NUEVO SAN CARLOS,ESCUELA NORMAL INTERCULTURAL,A UN COSTADO DE SALON MUNICIPAL,54855414,JULIO CÉSAR HERRERA ROLDÁN,ILIANA DEL ROSARIO RUANO RIVAS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),RETALHULEU,Retalhuleu,Escuela Normal Intercultural,,A UN COSTADO DE SALON MUNICIPAL,,['+502 5485 5414'],+502 5485 5414,True,True,RETALHULEU,NUEVO SAN CARLOS,ESCUELA NORMAL INTERCULTURAL A UN COSTADO DE SALON MUNICIPAL NUEVO SAN CARLOS,7919163160184385982
22-14-0065-46,22-039,JUTIAPA,MOYUTA,ESCUELA NORMAL INTERCULTURAL,BARRIO LA REFORMA,78467520,ELDA MARITZA LINARES GALICIA DE CORTEZ,VEYRA MARILÚ BARAHONA CASTILLO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA|DOBLE,DIARIO(REGULAR),JUTIAPA,Jutiapa,Escuela Normal Intercultural,,BARRIO LA REFORMA,,['+502 7846 7520'],+502 7846 7520,True,True,JUTIAPA,MOYUTA,ESCUELA NORMAL INTERCULTURAL BARRIO LA REFORMA MOYUTA,-3278589130670884229
02-01-0704-46,02-014,EL PROGRESO,GUASTATOYA,ESCUELA NORMAL INTERCULTURAL,BARRIO LAS JOYAS,79452399,CARLA MARLENY ALDANA RODAS,MARÍA MAGDALENA LÓPEZ PERDOMO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),EL PROGRESO,ElProgreso,Escuela Normal Intercultural,,BARRIO LAS JOYAS,,['+502 7945 2399'],+502 7945 2399,True,True,EL PROGRESO,GUASTATOYA,ESCUELA NORMAL INTERCULTURAL BARRIO LAS JOYAS GUASTATOYA,1389233310120416901
01-14-0106-46,01-202,GUATEMALA,AMATITLAN,ESCUELA NORMAL INTERCULTURAL DE AMATITLÁN,2A. AVENIDA 7-35 BARRIO SAN ANTONIO,59519313,ELSA PATRICIA DE LEON MEJIA,OSCAR AUGUSTO DÍAZ RAMOS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA|VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,Guatemala,Escuela Normal Intercultural de Amatitlán,,2A. AVENIDA 7 - 35 BARRIO SAN ANTONIO,,['+502 5951 9313'],+502 5951 9313,True,True,GUATEMALA,AMATITLAN,ESCUELA NORMAL INTERCULTURAL DE AMATITLAN 2A AVENIDA 7 35 BARRIO SAN ANTONIO AMATITLAN,4453024833939334277
06-01-0099-46,06-001,SANTA ROSA,CUILAPA,ESCUELA NORMAL INTERCULTURAL,"LOTIFICACIÓN BELLA VISTA, BARRIO EL CALVARIO",78865480,IRMA YOLANDA CHACON ARROYO,ANGELA RAQUEL DIVAS QUEVEDO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SANTA ROSA,SantaRosa,Escuela Normal Intercultural,,"LOTIFICACIÓN BELLA VISTA, BARRIO EL CALVARIO",,['+502 7886 5480'],+502 7886 5480,True,True,SANTA ROSA,CUILAPA,ESCUELA NORMAL INTERCULTURAL LOTIFICACION BELLA VISTA BARRIO EL CALVARIO CUILAPA,1030407532199487076
08-01-0106-46,08-001,TOTONICAPAN,TOTONICAPAN,ESCUELA NORMAL NACIONAL RURAL DE OCCIDENTE GUILLERMO OVANDO ARRIOLA,ZONA 5 PARAJE PARRAMON,77661038,MIGUEL AJPOP VÁSQUEZ,OTTO GILBERTO AMADO TELLO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPÁN,Totonicapan,Escuela Normal Nacional Rural de Occidente Guillermo Ovando Arriola,,ZONA 5 PARAJE PARRAMON,,['+502 7766 1038'],+502 7766 1038,True,True,TOTONICAPAN,TOTONICAPAN,ESCUELA NORMAL NACIONAL RURAL DE OCCIDENTE GUILLERMO OVANDO ARRIOLA ZONA 5 PARAJE PARRAMON TOTONICAPAN,-1508904347260953247
00-13-0043-46,01-501,CIUDAD CAPITAL,ZONA 13,ESCUELA NORMAL PARA MAESTRAS DE EDUCACIÓN PARA EL HOGAR MARION G. BOCK,5A. CALLE 6-12,36251714,JULIO JACOBO GIL URBINA,EDGAR AUGUSTO REYES LOPEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA|DOBLE,DIARIO(REGULAR),GUATEMALA ORIENTE,CiudadCapital,Escuela Normal para Maestras de Educación para el Hogar Marion G. Bock,,5A. CALLE 6 - 12,,['+502 3625 1714'],+502 3625 1714,True,True,CIUDAD CAPITAL,ZONA 13,ESCUELA NORMAL PARA MAESTRAS DE EDUCACION PARA EL HOGAR MARION G BOCK 5A CALLE 6 12 ZONA 13,-3057042985993946070
00-01-0594-46,01-403,CIUDAD CAPITAL,ZONA 1,ESCUELA NORMAL PARA MAESTROS DE EDUCACIÓN MUSICAL JESÚS MARÍA ALVARADO,10 AVENIDA 2-24,58571956,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,HERBERT GUSTAVO LOPEZ JOCOL,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA NORTE,CiudadCapital,Escuela Normal para Maestros de Educación Musical Jesús María Alvarado,,10 AVENIDA 2 - 24,,['+502 5857 1956'],+502 5857 1956,True,True,CIUDAD CAPITAL,ZONA 1,ESCUELA NORMAL PARA MAESTROS DE EDUCACION MUSICAL JESUS MARIA ALVARADO 10 AVENIDA 2 24 ZONA 1,-7423506608073589645
00-01-0179-46,01-403,CIUDAD CAPITAL,ZONA 1,ESCUELA NORMAL PARA MAESTROS DE EDUCACION MUSICAL JESUS MARIA ALVARADO,"10A. AVENIDA 2-24,",58068368,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,JULIO CESAR SANTOS CAMPOS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA NORTE,CiudadCapital,Escuela Normal para Maestros de Educacion Musical Jesus Maria Alvarado,,"10A. AVENIDA 2 - 24,",,['+502 5806 8368'],+502 5806 8368,True,True,CIUDAD CAPITAL,ZONA 1,ESCUELA NORMAL PARA MAESTROS DE EDUCACION MUSICAL JESUS MARIA ALVARADO 10A AVENIDA 2 24 ZONA 1,682755526164456156
00-01-0567-46,01-317,CIUDAD CAPITAL,ZONA 1,"ESCUELA NORMAL PARA MAESTROS DE EDUCACIÒN MUSICAL ""JESÚS MARÍA ALVARADO""",2A. CALLE 4-04,22516651,MARIANO DOMINGO ESTRADA TELETOR,SONIA CONCEPCIÓN LÓPEZ MUÑOZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE|MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,CiudadCapital,Escuela Normal para Maestros de Educaciòn Musical Jesús María Alvarado,,2A. CALLE 4 - 04,,['+502 2251 6651'],+502 2251 6651,True,True,CIUDAD CAPITAL,ZONA 1,ESCUELA NORMAL PARA MAESTROS DE EDUCACION MUSICAL JESUS MARIA ALVARADO 2A CALLE 4 04 ZONA 1,-4720503863701413803
06-08-0257-46,06-012,SANTA ROSA,CHIQUIMULILLA,'ESCUELA NORMAL PARTICULAR DEL SUR',BARRIO SAN SEBASTIAN,78849706,SIRIA ILEANA GONZALEZ REYES DE SIERRA,LISANDRO ABENAMAR FLORES CARBAJAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA,SantaRosa,Escuela Normal Particular del Sur,,BARRIO SAN SEBASTIAN,,['+502 7884 9706'],+502 7884 9706,True,True,SANTA ROSA,CHIQUIMULILLA,ESCUELA NORMAL PARTICULAR DEL SUR BARRIO SAN SEBASTIAN CHIQUIMULILLA,-409943111663094617
08-01-2245-46,08-001,TOTONICAPAN,TOTONICAPAN,ESCUELA NORMAL PRIMARIA BILINGUE INTERCULTURAL ADSCRITA A LA ENRO,ZONA 5 PARAJE PARRAMON,42108091,MIGUEL AJPOP VÁSQUEZ,JUAN VIRGILIO GARCÍA VÁSQUEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),TOTONICAPÁN,Totonicapan,Escuela Normal Primaria Bilingue Intercultural Adscrita a la Enro,,ZONA 5 PARAJE PARRAMON,,['+502 4210 8091'],+502 4210 8091,True,True,TOTONICAPAN,TOTONICAPAN,ESCUELA NORMAL PRIMARIA BILINGUE INTERCULTURAL ADSCRITA A LA ENRO ZONA 5 PARAJE PARRAMON TOTONICAPAN,-5320457312967455701
